id,name,capacity,fuel,submitted_date,service_date,county,state,transmission_owner,iso_utility,join_key
AE2-250 - moved to TC1,"Purdy Sw.-Reams 115 kV / 
    ",82.5,Solar,3/26/2019,9/30/2021,Greensville,VA,Dominion,PJM,greensville_va
AE2-261 - moved to TC1,"Kincaid-Pana 345 kV / 
    ",299.0,Solar,3/28/2019,6/1/2022,Christian,IL,ComEd,PJM,christian_il
AE2-275 - moved to TC1,"JK Smith-Fawkes 138 kV / 
    ",90.0,Solar,3/28/2019,6/1/2022,Madison,KY,EKPC,PJM,madison_ky
AE2-276,Sullivan 345kV / Trade Post Energy Storage,50.0,Storage,3/28/2019,12/31/2020,Sullivan,IN,AEP,PJM,sullivan_in
AE2-283 - moved to TC1,"Gladys-Stone Mill 69 kV / 
    ",53.0,Solar,3/29/2019,9/30/2021,Campbell,VA,Dominion,PJM,campbell_va
AE2-289,"Frostburg 138 kV / 
    ",80.0,Wind,3/29/2019,12/31/2021,Allegany,MD,APS,PJM,allegany_md
AE2-291 - moved to TC1,"Grit DP-Perth 115 kV / 
    ",102.0,Solar,3/29/2019,4/1/2021,Pittsylvania,VA,Dominion,PJM,pittsylvania_va
AE2-305,"Givens-Mechanicsburg 138 kV / 
    ",78.0,Solar,3/29/2019,8/1/2021,Champaign,OH,Dayton,PJM,champaign_oh
AE2-308 - moved to TC1, Three Forks-Dale 138 kV / Madison Solar 1,100.0,Solar,3/29/2019,5/31/2021,Madison,KY,EKPC,PJM,madison_ky
AE2-313 - moved to TC1,"Carson-Rawlings 500 kV / 
    ",314.0,Solar,3/29/2019,9/15/2022,Dinwiddie,VA,Dominion,PJM,dinwiddie_va
AE2-321 - moved to TC1,"Belvidere-Marengo 138 kV / 
    ",100.0,Solar,3/30/2019,12/1/2021,McHenry,IL,ComEd,PJM,mchenry_il
AE2-325 - moved to TC1,"Valley 138 kV / 
    ",52.2,Storage,3/30/2019,12/1/2022,Van Buren,MI,AEP,PJM,van buren_mi
AE2-326,Jacksons Ferry 138 kV / Wythe County Solar Project,52.2,Storage,3/30/2019,12/1/2022,Wythe,VA,AEP,PJM,wythe_va
AE2-341 - moved to TC1,"Sandwich-Plano 138 kV / 
    ",150.0,Solar,3/31/2019,12/1/2022,Kendall,IL,ComEd,PJM,kendall_il
AF1-030 - moved to TC1,"Sandwich-Plano 138 kV / 
    ",100.0,Solar,5/17/2019,12/1/2022,Kendall,IL,ComEd,PJM,kendall_il
AF1-048 - moved to TC1,"Belvidere-Marengo / 
    ",52.2,Storage,6/28/2019,12/1/2023,McHenry,IL,ComEd,PJM,mchenry_il
AF1-053,"Givens-Mechanicsburg 138 kV / 
    ",40.0,Storage,7/31/2019,12/1/2021,Champaign,OH,Dayton,PJM,champaign_oh
AF1-054,"Givens-Mechanicsburg 138 kV / 
    ",38.5,Solar,7/31/2019,12/1/2021,Champaign,OH,Dayton,PJM,champaign_oh
AF1-069,"Carson-Rogers Rd 500 kV / 
    ",94.0,Solar/Storage,8/9/2019,6/1/2022,Sussex,VA,Dominion,PJM,sussex_va
AF1-071,"College Corner 138 kV / 
    ",18.0,Solar,8/13/2019,7/1/2019,Preble,OH,AEP,PJM,preble_oh
AF1-088 - moved to TC1,"Sullivan 345 kV / 
    ",1000.0,Other,8/30/2019,12/31/2025,Sullivan,IN,AEP,PJM,sullivan_in
AF1-090,"Kincaid-Pana / 
    ",200.0,Wind,8/30/2019,9/1/2022,Christian,IL,ComEd,PJM,christian_il
AF1-091,"Varner - Sowers 138 kV / 
    ",180.0,Solar,8/30/2019,6/1/2023,DeKalb,IN,AEP,PJM,dekalb_in
AF1-099 - moved to TC1,"Moshannon-Milesburg 230 kV III / 
    ",126.5,Solar/Storage,9/4/2019,4/1/2022,Clearfield,PA,APS,PJM,clearfield_pa
AF1-106,East Sayre 34.5 kV / Ellistown Solar & BESS,20.0,Other,9/10/2019,6/1/2023,Bradford,PA,PENELEC,PJM,bradford_pa
AF1-116 - moved to TC1,"Marion County 161 kV / 
    ",120.0,Solar,9/12/2019,12/29/2023,Washington,KY,EKPC,PJM,washington_ky
AF1-118,"Sorenson-Desoto 345 kV / 
    ",350.0,Solar/Storage,9/13/2019,6/1/2022,Wells,IN,AEP,PJM,wells_in
AF1-119,Keystone-Desoto 345 kV / Lake Trout Solar,200.0,Solar/Storage,9/13/2019,1/31/2028,Blackford,IN,AEP,PJM,blackford_in
AF1-123 - moved to TC1,"Oceana 230 kV / 
    ",833.0,Wind,9/17/2019,12/31/2025,City of Chesapeake,VA,Dominion,PJM,city of chesapeake_va
AF1-124 - moved to TC1,"Oceana 230 kV / 
    ",836.0,Wind,9/17/2019,12/31/2026,City of Chesapeake,VA,Dominion,PJM,city of chesapeake_va
AF1-125 - moved to TC1,"Oceana 230 kV / 
    ",820.0,Wind,9/17/2019,12/31/2024,City of Chesapeake,VA,Dominion,PJM,city of chesapeake_va
AF1-128 - moved to TC1,"Chesterfield 230 kV / 
    ",569.0,Natural Gas,9/18/2019,6/1/2023,Chesterfield,VA,Dominion,PJM,chesterfield_va
AF1-142 - moved to TC1,"Moshannon-Milesburg 230 kV IV / 
    ",202.4,Solar/Storage,9/4/2019,4/1/2022,Clearfield,PA,APS,PJM,clearfield_pa
AF1-152 - moved to TC1,"Swamp 230 kV / 
    ",50.0,Solar,9/19/2019,10/2/2023,Pasquotank,NC,Dominion,PJM,pasquotank_nc
AF1-161 - moved to TC1,"Valley 138 kV / 
    ",50.0,Storage,9/20/2019,3/1/2022,Van Buren,MI,AEP,PJM,van buren_mi
AF1-162,"Inez 138 kV / 
    ",100.0,Storage,9/20/2019,12/1/2023,Martin,KY,AEP,PJM,martin_ky
AF1-176 - moved to TC1,"Corey 138 kV / 
    ",300.0,Solar/Storage,9/25/2019,10/31/2022,St. Joseph,MI,AEP,PJM,st. joseph_mi
AF1-200 - moved to TC1,"Plano 345 kV / 
    ",2100.0,Other,9/25/2019,1/31/2025,Kendall,IL,ComEd,PJM,kendall_il
AF1-202,"Keystone-Desoto 345 kV / 
    ",200.0,Wind,9/25/2019,12/31/2022,Blackford,IN,AEP,PJM,blackford_in
AF1-204 - moved to TC1,"Eugene 345 kV / 
    ",255.0,Wind,9/25/2019,12/31/2022,Vermillion,IN,AEP,PJM,vermillion_in
AF1-207,Reynolds-Olive #1 345 kV / Hoosier Line Solar,180.0,Solar,9/27/2019,12/31/2022,White,IN,AEP,PJM,white_in
AF1-221 - moved to TC1,"College Corner-Drewersburg 138 kV / 
    ",180.0,Solar,9/27/2019,6/1/2022,Franklin,IN,AEP,PJM,franklin_in
AF1-223,"Keystone-Desoto 345 kV / 
    ",150.0,Solar,9/27/2019,12/31/2022,Jay,IN,AEP,PJM,jay_in
AF1-233 - moved to TC1,Flemingsburg – Spurlock 138kV / AEUG Fleming Solar,188.5,Solar,9/27/2019,5/31/2022,Fleming,KY,EKPC,PJM,fleming_ky
AF1-238 - moved to TC1,"Sherman Ave - West Vineland 69 kV / 
    ",50.0,Storage,9/28/2019,5/31/2023,Cumberland,NJ,AEC,PJM,cumberland_nj
AF1-240 - moved to TC1,"Timblin 34.5 kV / 
    ",17.5,Solar,9/30/2019,7/1/2022,Armstrong,PA,PENELEC,PJM,armstrong_pa
AF1-268,Desoto-Jay 138 kV / Hawthorn Solar,83.0,Solar,9/30/2019,1/31/2022,Delaware,IN,AEP,PJM,delaware_in
AF1-275,"Cole 345 kV / 
    ",50.0,Solar,9/30/2019,12/31/2022,Franklin,OH,AEP,PJM,franklin_oh
AF1-280 - moved to TC1,"Nelson-Lee County / 
    ",200.0,Solar,9/10/2019,12/1/2022,Lee,IL,ComEd,PJM,lee_il
AF1-282,Stuart-Clinton 345 kV / Nuthatch Solar,100.0,Solar,9/30/2019,8/20/2022,Highland,OH,Dayton,PJM,highland_oh
AF1-283,"Stuart-Clinton 345 kV / 
    ",130.0,Solar,9/30/2019,8/1/2022,Highland,OH,Dayton,PJM,highland_oh
AF1-294 - moved to TC1,"Jetersville-Ponton 115 kV / 
    ",41.0,Solar,9/30/2019,12/1/2022,Amelia,VA,Dominion,PJM,amelia_va
AF1-296 - moved to TC1,"Garden Plain 138 kV / 
    ",212.1,Wind,9/30/2019,9/15/2022,Whiteside,IL,ComEd,PJM,whiteside_il
AF1-314 - moved to TC1,"Lena - Lancaster 138 kV / 
    ",212.0,Wind,9/30/2019,9/15/2022,Stephenson,IL,ComEd,PJM,stephenson_il
AF1-322,Meadow Lake 345 kV / Black Prairie Solar Park,200.0,Solar,9/23/2019,8/15/2022,White,IN,AEP,PJM,white_in
AF1-323 - moved to TC1,"Scottsville-Colleen 138 kV / 
    ",55.0,Solar,9/30/2019,12/12/2022,Albemarle,VA,AEP,PJM,albemarle_va
AF1-330,"Marengo 34.5 kV / 
    ",20.0,Solar,9/30/2019,9/15/2021,McHenry,IL,ComEd,PJM,mchenry_il
AF1-331,"Twombley Road / 
    ",20.0,Solar,9/30/2019,9/15/2021,Ogle,IL,ComEd,PJM,ogle_il
AF2-004,"Beaver 345 kV / 
    ",33.0,Natural Gas,10/1/2019,11/1/2020,Lorain,OH,ATSI,PJM,lorain_oh
AF2-005,"Beaver 138 kV / 
    ",8.0,Natural Gas,10/1/2019,11/1/2020,Lorain,OH,ATSI,PJM,lorain_oh
AF2-008 - moved to TC1,"Sullivan 345 kV / 
    ",1000.0,Other,10/3/2019,12/31/2025,Sullivan,IN,AEP,PJM,sullivan_in
AF2-010 - moved to TC1,"Union City-Titusville 115 kV / 
    ",77.0,Solar,10/11/2019,12/15/2022,Erie,PA,PENELEC,PJM,erie_pa
AF2-013,"Arnold's Corner-Dahlgren 230 kV / 
    ",100.0,Storage,10/15/2019,10/1/2023,King George,VA,Dominion,PJM,king george_va
AF2-018,Inez 138 kV / Lynn Bark Energy Center,200.0,Solar,11/1/2019,12/1/2023,Martin,KY,AEP,PJM,martin_ky
AF2-019,Middle 69 kV / Middle Battery Storage,20.0,Storage,11/15/2019,6/1/2021,Cape May,NJ,AEC,PJM,cape may_nj
AF2-020,Carll's Corner 69 kV / Carll's Corner Battery Storage,20.0,Storage,11/15/2019,6/1/2021,Cumberland,NJ,AEC,PJM,cumberland_nj
AF2-024,Mickleton 69 kV / Mickleton Battery Storage,24.0,Storage,11/15/2019,6/1/2021,Gloucester,NJ,AEC,PJM,gloucester_nj
AF2-025 - moved to TC1,"Ontario 69 kV / 
    ",20.0,Storage,11/15/2019,6/1/2021,Atlantic,NJ,AEC,PJM,atlantic_nj
AF2-027,"Zion Energy Center 345 kV / 
    ",50.0,Storage,11/15/2019,6/1/2021,Lake,IL,ComEd,PJM,lake_il
AF2-031,Calumet / Calumet BESS,20.0,Storage,10/28/2019,12/31/2027,Cook,IL,ComEd,PJM,cook_il
AF2-032,"Kincaid 345 kV  / 
    ",20.0,Solar,10/28/2019,6/1/2021,Christian,IL,ComEd,PJM,christian_il
AF2-034 - moved to TC1,"Kendall 345kV / 
    ",20.0,Solar/Storage,10/28/2019,6/1/2021,Kendall,IL,ComEd,PJM,kendall_il
AF2-035 - moved to TC1,"St. Johns 115 kV / 
    ",72.0,Solar,11/27/2019,10/27/2023,Hanover,VA,Dominion,PJM,hanover_va
AF2-037 - moved to TC1,"Louisa-North Anna 230 kV / 
    ",94.0,Solar,11/29/2019,7/1/2021,Louisa,VA,Dominion,PJM,louisa_va
AF2-041 - moved to TC1,"Nelson-Electric Junction 345 kV / 
    ",300.0,Solar,12/9/2019,11/1/2023,Lee,IL,ComEd,PJM,lee_il
AF2-042 - moved to TC1,"Clover-Rawlings 500 kV / 
    ",500.0,Solar,12/9/2019,12/31/2022,Halifax,VA,Dominion,PJM,halifax_va
AF2-046 - moved to TC1,"Tunis-Mapleton 115 kV / 
    ",140.0,Solar,12/19/2019,6/1/2022,Hertford,NC,Dominion,PJM,hertford_nc
AF2-048,"Rio-Lick 138 kV / 
    ",70.0,Solar,12/19/2019,12/31/2021,Jackson,OH,AEP,PJM,jackson_oh
AF2-050 - moved to TC1,"Bearrock-Johnstown 230 kV / 
    ",50.0,Solar,12/23/2019,9/1/2021,Cambria,PA,PENELEC,PJM,cambria_pa
AF2-056 - moved to TC1,"Shenandoah Tap 1– Mahanoy Tap 2 69 kV / 
    ",50.0,Solar,1/16/2020,6/1/2023,Schuylkill,PA,PPL,PJM,schuylkill_pa
AF2-063 - moved to TC1,"Louisa-North Anna 230 kV / 
    ",150.0,Solar,1/29/2020,2/1/2023,Louisa,VA,Dominion,PJM,louisa_va
AF2-068 - moved to TC1,"Jay 138 kV / 
    ",150.0,Solar,1/30/2020,10/3/2022,Blackford,IN,AEP,PJM,blackford_in
AF2-069 - moved to TC1,"Crescent Ridge 138 kV / 
    ",9.3,Wind,1/31/2020,10/4/2021,Bureau,IL,ComEd,PJM,bureau_il
AF2-070 - moved to TC1,"Crescent Ridge 138 kV / 
    ",18.15,Wind,1/31/2020,10/4/2021,Bureau,IL,ComEd,PJM,bureau_il
AF2-078,Reynolds-Olive #1 345 kV / Honey Creek Solar,200.0,Solar/Storage,2/1/2020,10/31/2022,White,IN,AEP,PJM,white_in
AF2-080 - moved to TC1,"Chinquapin-Everetts 230 kV / 
    ",70.0,Solar,1/31/2020,6/30/2022,Pitt,NC,Dominion,PJM,pitt_nc
AF2-081 - moved to TC1,"Moyock 230 kV / 
    ",80.0,Solar,1/31/2020,12/1/2023,Currituck,NC,Dominion,PJM,currituck_nc
AF2-083,"Kenzie Creek-Stone Lake 69 kV / 
    ",150.0,Solar,1/31/2020,10/21/2022,Cass,MI,AEP,PJM,cass_mi
AF2-090,"Central Hardin 138 kV / 
    ",110.0,Solar,2/6/2020,10/1/2022,Hardin,KY,EKPC,PJM,hardin_ky
AF2-091,"Oak Grove-Dahlgren 230 kV / 
    ",34.0,Solar,2/7/2020,11/30/2021,King George,VA,Dominion,PJM,king george_va
AF2-094,"Huntington Jct. 138 kV / 
    ",40.0,Solar,2/12/2020,2/1/2022,Huntington,IN,AEP,PJM,huntington_in
AF2-095 - moved to TC1,"Davis Creek 138 kV / 
    ",160.0,Solar,2/13/2020,5/31/2021,Kankakee,IL,ComEd,PJM,kankakee_il
AF2-096 - moved to TC1,"Braidwood-East Frankfort 345 kV / 
    ",300.0,Solar,2/12/2020,5/31/2022,Will,IL,ComEd,PJM,will_il
AF2-106,"Hazel Hollow-Glen Lyn #1 138 kV / 
    ",150.0,Solar,1/31/2020,3/28/2022,Pulaski,VA,AEP,PJM,pulaski_va
AF2-107,"Clifford 138 kV / 
    ",50.0,Solar,2/24/2020,2/1/2022,Amherst,VA,AEP,PJM,amherst_va
AF2-111 - moved to TC1,"North Clark-Spurlock 345 kV / 
    ",250.0,Solar,2/28/2020,12/31/2023,Mason,KY,EKPC,PJM,mason_ky
AF2-115 - moved to TC1,"Jetersville-Ponton 115 kV / 
    ",25.0,Solar,2/28/2020,12/1/2022,Amelia,VA,Dominion,PJM,amelia_va
AF2-117,Warfordsburg-McConnellsburg 138 kV / Spring Run Solar,70.0,Solar,2/28/2020,12/31/2030,Fulton,PA,APS,PJM,fulton_pa
AF2-120 - moved to TC1,"Garner-Northern Neck 115 kV / 
    ",62.0,Solar,2/28/2020,12/1/2023,Richmond,VA,Dominion,PJM,richmond_va
AF2-124,"Kyger Creek-Pierce 345 kV / 
    ",120.0,Solar,2/28/2020,12/31/2023,Highland,OH,OVEC,PJM,highland_oh
AF2-126 - moved to TC1,"Weston 69 kV II / 
    ",12.0,Solar,2/28/2020,12/31/2021,Wood,OH,ATSI,PJM,wood_oh
AF2-132,"Reynolds-Olive #1 345 kV / 
    ",300.0,Solar,3/4/2020,5/31/2021,Pulaski,IN,AEP,PJM,pulaski_in
AF2-133,"Reynolds-Olive #2 345 kV / 
    ",300.0,Solar,3/4/2020,5/31/2021,Pulaski,IN,AEP,PJM,pulaski_in
AF2-137,Marysville-Sorenson 765 kV / Grange Solar,500.0,Solar,3/6/2020,12/31/2023,Logan,OH,AEP,PJM,logan_oh
AF2-142 - moved to TC1,"Nevada 345 kV / 
    ",150.0,Solar,3/12/2020,12/31/2023,Lasalle,IL,ComEd,PJM,lasalle_il
AF2-143 - moved to TC1,"Powerton-Nevada 345 kV / 
    ",150.0,Solar,3/12/2020,12/31/2023,Lasalle,IL,ComEd,PJM,lasalle_il
AF2-149,"Sharp Road 69 kV / 
    ",80.0,Solar,3/12/2020,12/31/2023,Knox,OH,AEP,PJM,knox_oh
AF2-162,Keystone-Desoto 345 kV / Lake Trout Solar,45.0,Solar,3/16/2020,1/31/2028,Blackford,IN,AEP,PJM,blackford_in
AF2-171 - moved to TC1,"Madisonville 115 kV / 
    ",150.0,Solar,3/19/2020,3/31/2022,Prince Edward,VA,Dominion,PJM,prince edward_va
AF2-173 - moved to TC1,"Desoto 345 kV / 
    ",140.0,Solar,3/19/2020,10/31/2023,Delaware,IN,AEP,PJM,delaware_in
AF2-177 - moved to TC1,"Sorenson-DeSoto #2 345 kV / 
    ",200.0,Wind,3/20/2020,10/31/2023,Blackford,IN,AEP,PJM,blackford_in
AF2-182 - moved to TC1,"Nelson-Lee County 345 kV II / 
    ",300.0,Solar,3/21/2020,12/1/2022,Lee,IL,ComEd,PJM,lee_il
AF2-199 - moved to TC1,"Nelson-Electric Junction 345 kV / 
    ",100.0,Solar,3/24/2020,11/1/2023,Lee,IL,ComEd,PJM,lee_il
AF2-200 - moved to TC1,"Nelson-Electric Junction 345 kV / 
    ",200.0,Solar,3/24/2020,11/1/2023,Lee,IL,ComEd,PJM,lee_il
AF2-201 - moved to TC1,"Lena - Lancaster 138 kV / 
    ",199.0,Other,3/24/2020,5/31/2023,Stephenson,IL,ComEd,PJM,stephenson_il
AF2-204,"Van Buren-Delaware 138 kV / 
    ",110.0,Solar/Storage,3/24/2020,6/1/2023,Grant,IN,AEP,PJM,grant_in
AF2-205,Olive-Reynolds #2 345 kV / Moss Creek Solar,200.0,Solar,3/25/2020,3/30/2027,Pulaski,IN,AEP,PJM,pulaski_in
AF2-209 - moved to TC1,"South Hicksville-Sowers 138 kV / 
    ",140.0,Solar,3/25/2020,6/2/2023,Defiance,OH,AEP,PJM,defiance_oh
AF2-222 - moved to TC1,"Madisonville DP-Twitty's Creek 115 kV / 
    ",167.0,Solar,3/25/2020,5/31/2023,Charlotte,VA,Dominion,PJM,charlotte_va
AF2-224,Allen 345 kV / Flatrock Creek Solar I,100.0,Solar,3/26/2020,9/30/2022,Allen,IN,AEP,PJM,allen_in
AF2-225 - moved to TC1,"McLean 345 kV / 
    ",150.0,Solar,3/26/2020,10/31/2022,McLean,IL,ComEd,PJM,mclean_il
AF2-226 - moved to TC1,"Katydid Road 345 kV / 
    ",50.0,Storage,3/26/2020,10/31/2023,Lasalle,IL,ComEd,PJM,lasalle_il
AF2-260,"Stephensburg-Central Hardin 69 kV / 
    ",85.0,Solar,3/27/2020,12/31/2023,Hardin,KY,EKPC,PJM,hardin_ky
AF2-291,"Sporn South-Leon 138 kV / 
    ",100.0,Solar,3/28/2020,5/1/2022,Mason,WV,AEP,PJM,mason_wv
AF2-296 - moved to TC1,"Madera 34.5 kV / 
    ",20.0,Solar,3/28/2020,10/1/2021,Clearfield,PA,PENELEC,PJM,clearfield_pa
AF2-297 - moved to TC1,"Sedge Hill 115 kV / 
    ",80.0,Solar,3/28/2020,3/12/2022,Halifax,VA,Dominion,PJM,halifax_va
AF2-298,"Crown-New Lebanon 69 kV / 
    ",49.9,Solar,3/30/2020,5/1/2022,Montgomery,OH,Dayton,PJM,montgomery_oh
AF2-299 - moved to TC1,Fields 34.5 kV / Jarratt Energy Facility 2,19.5,Solar,3/30/2020,12/12/2022,Greensville,VA,Dominion,PJM,greensville_va
AF2-300,"St. Johns 115 kV / 
    ",20.0,Solar,3/30/2020,12/12/2022,Caroline,VA,Dominion,PJM,caroline_va
AF2-302 - moved to TC1,"Scottsville-Colleen 138 kV / 
    ",20.0,Solar,3/30/2020,12/12/2022,Albemarle,VA,AEP,PJM,albemarle_va
AF2-303,"Edgecombe 230 kV / 
    ",100.0,Solar/Storage,3/30/2020,8/3/2023,Edgecombe,NC,Dominion,PJM,edgecombe_nc
AF2-304,"Surry-Hopewell 230 kV / 
    ",89.0,Solar/Storage,3/30/2020,8/3/2023,Surry,VA,Dominion,PJM,surry_va
AF2-307 - moved to TC1,"Hope-Blevins Valley Tap 69 kV / 
    ",66.0,Solar,3/30/2020,9/1/2023,Bath,KY,EKPC,PJM,bath_ky
AF2-311,Gilboa-Jones Branch 138 kV / Nicholas Solar,100.0,Solar,3/30/2020,12/1/2023,Nicholas,WV,APS,PJM,nicholas_wv
AF2-316,Gilboa-Jones Branch 138 kV II / Deep Lake Solar,150.0,Solar,3/30/2020,12/1/2023,Nicholas,WV,APS,PJM,nicholas_wv
AF2-319 - moved to TC1,"Katydid Road 345 kV / 
    ",50.0,Storage,3/30/2020,10/31/2023,Lasalle,IL,ComEd,PJM,lasalle_il
AF2-321 - moved to TC1,"Stryker-Ridgeville 138 kV / 
    ",148.0,Solar,3/30/2020,12/31/2023,Williams,OH,ATSI,PJM,williams_oh
AF2-324 - moved to TC1,"Edgecombe 230 kV / 
    ",75.0,Solar,3/30/2020,11/30/2022,Edgecombe,NC,Dominion,PJM,edgecombe_nc
AF2-329 - moved to TC1,"Sandwich-Plano 138 kV / 
    ",42.2,Storage,3/30/2020,12/1/2023,Kendall,IL,ComEd,PJM,kendall_il
AF2-331,"Montour 230 kV / 
    ",50.0,Solar,3/30/2020,12/31/2023,Montour,PA,PPL,PJM,montour_pa
AF2-332,"Montour 230 kV / 
    ",50.0,Solar,3/30/2020,12/31/2023,Montour,PA,PPL,PJM,montour_pa
AF2-333,"Montour 230 kV / 
    ",20.0,Solar,3/30/2020,12/31/2023,Montour,PA,PPL,PJM,montour_pa
AF2-334,"Montour 230 kV / 
    ",20.0,Solar,3/30/2020,12/31/2023,Montour,PA,PPL,PJM,montour_pa
AF2-335 - moved to TC1,"Delaware-Royerton 138 kV / 
    ",100.0,Solar,3/31/2020,12/31/2023,Delaware,IN,AEP,PJM,delaware_in
AF2-348 - moved to TC1,"North Clark-Spurlock 345 kV / 
    ",250.0,Solar,3/31/2020,7/1/2022,Madison,KY,EKPC,PJM,madison_ky
AF2-349 - moved to TC1,"SILVER LAKE- CHERRY VALLEY 345 KV / 
    ",300.0,Solar,3/31/2020,12/1/2023,McHenry,IL,ComEd,PJM,mchenry_il
AF2-350 - moved to TC1,"Kensington 138 kV / 
    ",100.0,Solar,3/31/2020,12/1/2023,Kankakee,IL,ComEd,PJM,kankakee_il
AF2-352,"Blue Mound 345 kV / 
    ",50.0,Storage,3/31/2020,10/31/2023,McLean,IL,ComEd,PJM,mclean_il
AF2-355 - moved to TC1,"West Gerrard-J.K. Smith 345 kV / 
    ",225.0,Solar,3/31/2020,7/1/2022,Madison,KY,EKPC,PJM,madison_ky
AF2-358 - moved to TC1,"Airey-Vienna 69 kV / 
    ",100.0,Solar,3/31/2020,12/15/2023,Dorchester,MD,DPL,PJM,dorchester_md
AF2-359,"Olive-University Park 345 kV / 
    ",125.0,Solar,3/31/2020,12/15/2023,LaPorte,IN,AEP,PJM,laporte_in
AF2-365 - moved to TC1,"Munfordville KU Tap-Horse Cave Jct. 69 kV / 
    ",50.0,Solar,3/31/2020,12/31/2022,Hart,KY,EKPC,PJM,hart_ky
AF2-366,"Crego Rd 138 kV / 
    ",94.9,Solar,3/31/2020,12/31/2022,Adams,IL,ComEd,PJM,adams_il
AF2-370 - moved to TC1,"Delaware-Royerton 138 kV / 
    ",0.0,Storage,3/31/2020,12/31/2023,Delaware,IN,AEP,PJM,delaware_in
AF2-371,"Harrison-Good Hope 138 kV / 
    ",84.0,Solar,3/31/2020,12/31/2023,Fairfield,OH,AEP,PJM,fairfield_oh
